,COMM_NUM,CNAME_E,Sector,Community Latitude,Community Longitude,Venue Id,Venue,Venue Latitude,Venue Longitude,Venue Category,Stats TipsCount,Stats UsersCount,Stats CheckinsCount,Rating,Url,Price Tier,geometry,COMMUINITY_NAME
12,112,AL RAS,1,25.26901101,55.29562583,5c7a4d8792e7a9002cc8a22f,Grand Souq Deira,25.267317,55.296957,Market,2,108,110,7.6,,,POINT (55.296957 25.267317),AL RAS
13,112,AL RAS,1,25.26901101,55.29562583,4f3fa460e4b0c78cf94b2244,Gold Centre,25.27112011,55.29770961,Shopping Mall,2,296,562,7.5,,,POINT (55.29770961 25.27112011),AL RAS
14,112,AL RAS,1,25.26901101,55.29562583,4d10c486c3dc370431503b74,Spice Souk,25.26762117,55.29751078,Farmers Market,55,3305,4069,7.4,,,POINT (55.29751078 25.26762117),AL RAS
15,112,AL RAS,1,25.26901101,55.29562583,4b0587eff964a52008a822e3,Dubai City of Gold (سوق الذهب),25.27023465,55.29848099,Market,109,7903,11799,7.3,http://www.goldsouks.com/dubai/,,POINT (55.29848099 25.27023465),AL RAS
16,113,AL DAGHAYA,1,25.27262647,55.30003547,4fcb009de4b07471e06eed2e,Women's Museum,25.27178415,55.29872016,Art Gallery,4,64,85,7.6,,,POINT (55.29872016 25.27178415),AL DAGHAYA
17,113,AL DAGHAYA,1,25.27262647,55.30003547,4f4fb418e4b00c3159a08fa3,Delhi Darbar,25.2737046,55.30198345,Indian Restaurant,3,114,158,7.1,,2.0,POINT (55.30198345 25.2737046),AL DAGHAYA
18,114,AL BUTEEN,1,25.2686888,55.29974634,4c5e4f21bfa595214efd8aff,Dubai City of Gold,25.27030546,55.30004833,Jewelry Store,3,261,304,8.0,http://dubaicityofgold.com,,POINT (55.30004833 25.27030546),AL BUTEEN
19,114,AL BUTEEN,1,25.2686888,55.29974634,50ec3d5ee4b037ada99a57cf,Ashwaq Cafeteria,25.27076524,55.30048566,Fast Food Restaurant,1,47,51,6.8,,1.0,POINT (55.30048566 25.27076524),AL BUTEEN
20,114,AL BUTEEN,1,25.2686888,55.29974634,4da080d554dd8cfa6afa5b72,Murshid Bazar سوق مرشد,25.2698726,55.30051805,Miscellaneous Shop,15,1135,1915,6.8,,,POINT (55.30051805 25.2698726),AL BUTEEN
21,117,AL MURAR,1,25.27689262,55.30982801,4c34582e452620a1faea240f,Delhi Restaurant,25.27613314,55.31080898,Asian Restaurant,15,183,290,8.0,,2.0,POINT (55.31080898 25.27613314),AL MURAR
22,117,AL MURAR,1,25.27689262,55.30982801,4f91a77ce4b0ee4cb2959977,Karachi Darbar,25.27489925,55.30604973,Asian Restaurant,3,111,148,8.2,,2.0,POINT (55.30604973 25.27489925),AL MURAR
23,117,AL MURAR,1,25.27689262,55.30982801,530610a7498e5db0bd11b133,Pizza Hutt Deira,25.27788774,55.30761822,Pizza Place,0,63,75,7.5,,1.0,POINT (55.30761822 25.27788774),AL MURAR
24,117,AL MURAR,1,25.27689262,55.30982801,4dcec461ae603b786d37ee09,Dome Cafe,25.2767811,55.30875001,Café,5,311,611,7.4,http://www.domeuae.com,1.0,POINT (55.30875001 25.2767811),AL MURAR
25,117,AL MURAR,1,25.27689262,55.30982801,503a0935e4b0097384c8f8f8,Hayatt Regency (Lobby),25.27898812,55.30927051,Hotel,2,177,239,7.4,,,POINT (55.30927051 25.27898812),AL MURAR
26,117,AL MURAR,1,25.27689262,55.30982801,515b25b1e4b054e0baefc1a0,Al Fakher For Shisha,25.27868335,55.31139335,Smoke Shop,1,98,144,7.3,,,POINT (55.31139335 25.27868335),AL MURAR
27,117,AL MURAR,1,25.27689262,55.30982801,5036e599e4b0fc42f688a47b,Al Murar,25.27720559,55.31226739,Women's Store,0,154,379,7.1,,,POINT (55.31226739 25.27720559),AL MURAR
28,117,AL MURAR,1,25.27689262,55.30982801,4f8fa184e4b040e3a7a7433f,Oskar Phones,25.27663353,55.30570139,Mobile Phone Shop,0,61,107,6.9,,,POINT (55.30570139 25.27663353),AL MURAR
29,118,NAIF,1,25.27218878,55.31022011,54635f75498ee42bf4b6fa20,السوق الشعبي Al Souq Al Shabi,25.274459,55.31038285,Women's Store,0,41,44,8.5,,,POINT (55.31038285 25.274459),NAIF
30,118,NAIF,1,25.27218878,55.31022011,4ca707b2b0b8236a3f0ea5e6,Carlifornia Hotel,25.27250518,55.31002647,Hotel,0,54,86,7.7,,,POINT (55.31002647 25.27250518),NAIF
31,118,NAIF,1,25.27218878,55.31022011,4eab68fab8f7a50de93f04eb,Karachi Darbar Deira,25.27066993,55.31209999,Indian Restaurant,2,97,338,7.2,,2.0,POINT (55.31209999 25.27066993),NAIF
32,118,NAIF,1,25.27218878,55.31022011,51b20558498e997ac3ff05d9,Sadek,25.27175495,55.31609634,Music Store,1,24,37,7.4,,,POINT (55.31609634 25.27175495),NAIF
33,118,NAIF,1,25.27218878,55.31022011,5ceaff39b3d8e2002cae24bc,Hyatt Place Dubai Wasl District,25.270516,55.315409,Hotel,2,69,137,7.4,https://www.hyatt.com/en-US/hotel/united-arab-emirates/hyatt-place-dubai-wasi-district/dxbzm,,POINT (55.315409 25.270516),NAIF
34,118,NAIF,1,25.27218878,55.31022011,525cd82011d2a9f7bca6d728,Mark Inn Hotel Deira Dubai,25.2703667,55.30982609,Hotel,4,78,152,6.9,,,POINT (55.30982609 25.2703667),NAIF
35,118,NAIF,1,25.27218878,55.31022011,50fcc186e4b0d36cafff73ac,royal paris hotel,25.27002013,55.3046432,Hotel,1,87,403,7.2,,,POINT (55.3046432 25.27002013),NAIF
36,118,NAIF,1,25.27218878,55.31022011,5311a4b5498e22dc265ab01f,McDonald's,25.2707035,55.30975108,Fast Food Restaurant,0,24,32,6.8,,1.0,POINT (55.30975108 25.2707035),NAIF
37,118,NAIF,1,25.27218878,55.31022011,4cac7116a6e08cfa8515ab94,Gargash,25.26937697,55.3037288,Mobility Store,0,126,210,7.2,,,POINT (55.3037288 25.26937697),NAIF
38,118,NAIF,1,25.27218878,55.31022011,51bd9d74498e46b03a8308bf,Kabul Darbar Resturant,25.27080309,55.30396306,Afghan Restaurant,5,88,131,7.1,,2.0,POINT (55.30396306 25.27080309),NAIF
39,119,AL RIGGA,1,25.26695013,55.31071623,4de7b2f6b0fb2165e1ac11d8,Minato,25.26559452,55.30976101,Japanese Restaurant,6,145,201,8.5,http://www.radissonblu.com/hotel-dubaideiracreek,2.0,POINT (55.30976101 25.26559452),AL RIGGA
40,119,AL RIGGA,1,25.26695013,55.31071623,4e0c4370c65bd1c17b6c4213,Shabestan (Shabestan مطعم شبستان الإيراني),25.26530264,55.30969604,Persian Restaurant,34,486,792,8.2,http://www.radissonblu.com/hotel-dubaideiracreek,,POINT (55.30969604 25.26530264),AL RIGGA
41,119,AL RIGGA,1,25.26695013,55.31071623,4cdd03a95aeda1cddc0ec611,Fish Market,25.26508661,55.30994007,Fish Market,10,412,598,8.0,http://www.radissonblu.com/hotel-dubaideiracreek,,POINT (55.30994007 25.26508661),AL RIGGA
42,119,AL RIGGA,1,25.26695013,55.31071623,4ed7f7026da14054c35bc7b8,Royal Club Lounge,25.26467976,55.31072701,Lounge,0,116,192,8.0,,3.0,POINT (55.31072701 25.26467976),AL RIGGA
43,119,AL RIGGA,1,25.26695013,55.31071623,4c81156ddc018cfaf309c26c,Chinese Red House,25.26629244,55.31275842,Chinese Restaurant,9,72,122,7.9,,1.0,POINT (55.31275842 25.26629244),AL RIGGA
44,119,AL RIGGA,1,25.26695013,55.31071623,4bc737c0af07a5939bb47e2d,"Radisson Blu Hotel, Dubai Deira Creek",25.2648063,55.3108973,Hotel,49,2727,5392,7.7,https://www.radissonhotels.com/en-us/hotels/radisson-blu-dubai-deira-creek?facilitatorId=GLOBALSEO,,POINT (55.3108973 25.2648063),AL RIGGA
45,119,AL RIGGA,1,25.26695013,55.31071623,4ce2564169136dcb4e9deee6,The China Club,25.26531451,55.30971133,Dim Sum Restaurant,4,184,322,7.7,http://www.radissonblu.com/hotel-dubaideiracreek,2.0,POINT (55.30971133 25.26531451),AL RIGGA
46,119,AL RIGGA,1,25.26695013,55.31071623,4cefd3b4b80da093708b2e00,McDonald's (ماكدونالدز),25.26865338,55.30660225,Fast Food Restaurant,13,700,1472,8.1,http://www.mcdonaldsarabia.com/uae/en/home.html,1.0,POINT (55.30660225 25.26865338),AL RIGGA
47,119,AL RIGGA,1,25.26695013,55.31071623,4df4856388772e1f81579573,Yum!,25.26527015,55.3097646,Asian Restaurant,9,181,344,7.6,http://www.radissonblu.com/hotel-dubaideiracreek,2.0,POINT (55.3097646 25.26527015),AL RIGGA
48,119,AL RIGGA,1,25.26695013,55.31071623,586eac487ff1e46976abc593,Best Western Plus Pearl Creek,25.2677858,55.3046898,Hotel,6,250,453,8.6,http://www.bestwesternplusdubai.com/en,,POINT (55.3046898 25.2677858),AL RIGGA
49,119,AL RIGGA,1,25.26695013,55.31071623,4b857616f964a520705f31e3,Choc & Nuts,25.26744659,55.3074801,Snack Place,7,127,218,7.6,,1.0,POINT (55.3074801 25.26744659),AL RIGGA
50,119,AL RIGGA,1,25.26695013,55.31071623,4d3058d9f986a093a7a5fb66,Biriani Esfahan Iranian Restaurant (برياني أصفهان),25.26634891,55.31149189,Persian Restaurant,10,253,437,7.4,,,POINT (55.31149189 25.26634891),AL RIGGA
51,119,AL RIGGA,1,25.26695013,55.31071623,4b0587edf964a5204ea722e3,The Pub,25.26527684,55.31007133,Sports Bar,3,155,293,7.4,http://www.radissonblu.com/hotel-dubaideiracreek,1.0,POINT (55.31007133 25.26527684),AL RIGGA
52,119,AL RIGGA,1,25.26695013,55.31071623,5315baf9498ed176401c0de3,Rustar Floating Restaurant,25.2653769,55.30821757,Restaurant,1,105,108,7.5,http://www.rustarcruise.com,2.0,POINT (55.30821757 25.2653769),AL RIGGA
53,119,AL RIGGA,1,25.26695013,55.31071623,4e7e0957722ea05189df3fc7,Shiraz Nights Restaurant,25.26804663,55.30503805,Middle Eastern Restaurant,12,136,195,7.9,,2.0,POINT (55.30503805 25.26804663),AL RIGGA
54,119,AL RIGGA,1,25.26695013,55.31071623,4b0587eaf964a520c0a622e3,Riviera Hotel,25.26719166,55.30647729,Hotel,8,326,548,7.6,,,POINT (55.30647729 25.26719166),AL RIGGA
55,119,AL RIGGA,1,25.26695013,55.31071623,55fb3376498e029b9a26ad98,Hyatt Place Dubai Baniyas Square,25.26861263,55.30532437,Hotel,2,210,396,7.8,https://www.hyatt.com/en-US/hotel/united-arab-emirates/hyatt-place-dubai-baniyas-square/dxbzb,,POINT (55.30532437 25.26861263),AL RIGGA
56,119,AL RIGGA,1,25.26695013,55.31071623,4d999a4ce07ea35df4d30b03,Golden Fork,25.26864477,55.30700807,Asian Restaurant,14,386,622,7.5,,2.0,POINT (55.30700807 25.26864477),AL RIGGA
57,119,AL RIGGA,1,25.26695013,55.31071623,4f2bd898e4b0167576e1347e,Creek View Restaurant & Cafe,25.26607841,55.30786409,Food & Drink Shop,4,195,221,7.3,,,POINT (55.30786409 25.26607841),AL RIGGA
58,119,AL RIGGA,1,25.26695013,55.31071623,4e2acf0314955dbf7ad30f6c,KFC,25.26884037,55.30597136,Fried Chicken Joint,4,155,249,7.5,https://www.kfc.ae,1.0,POINT (55.30597136 25.26884037),AL RIGGA
59,119,AL RIGGA,1,25.26695013,55.31071623,4c19fd2d4ff90f4799b21049,Trattoria Pizzeria,25.26821981,55.30366509,Italian Restaurant,1,107,191,7.7,,2.0,POINT (55.30366509 25.26821981),AL RIGGA
60,119,AL RIGGA,1,25.26695013,55.31071623,4c39b2283849c92880abc1b1,"Jacky's Electronics, Nasr Square",25.2689014,55.3042299,Electronics Store,2,79,278,7.7,,,POINT (55.3042299 25.2689014),AL RIGGA
61,119,AL RIGGA,1,25.26695013,55.31071623,4b0587ecf964a5200ca722e3,Boulvar Restaurant,25.26491524,55.31068149,Breakfast Spot,2,111,216,7.0,http://www.radissonblu.com/hotel-dubaideiracreek,1.0,POINT (55.31068149 25.26491524),AL RIGGA
62,119,AL RIGGA,1,25.26695013,55.31071623,4efae9b00e61a0847081a6c7,Tavolino Grill House,25.2680757,55.30587318,Middle Eastern Restaurant,4,100,470,7.2,,2.0,POINT (55.30587318 25.2680757),AL RIGGA
63,119,AL RIGGA,1,25.26695013,55.31071623,4b0587edf964a52082a722e3,Up On The Tenth,25.26502935,55.3105402,Cocktail Bar,4,120,179,6.9,http://www.radissonblu.com/hotel-dubaideiracreek,3.0,POINT (55.3105402 25.26502935),AL RIGGA
64,119,AL RIGGA,1,25.26695013,55.31071623,5766c788498ea13a79c60a44,aseelah,25.268518,55.309297,Middle Eastern Restaurant,2,31,35,6.8,,2.0,POINT (55.309297 25.268518),AL RIGGA
65,121,CORNICHE DEIRA,1,25.28716518,55.31795849,59438ce5bd400978c6f8af42,Waterfront Market,25.291492,55.323512,Market,12,428,707,8.3,http://waterfrontmarket.ae,,POINT (55.323512 25.291492),CORNICHE DEIRA
66,121,CORNICHE DEIRA,1,25.28716518,55.31795849,5b7c6657c97f2800351b453c,Rippling Acres Live Seafood Trading,25.293038,55.324,Fishing Store,0,78,145,7.4,,,POINT (55.324 25.293038),CORNICHE DEIRA
67,121,CORNICHE DEIRA,1,25.28716518,55.31795849,5b7319dba2c00b002cfe6461,Yahya Sea Food,25.292475,55.323185,Seafood Restaurant,1,105,133,7.2,,3.0,POINT (55.323185 25.292475),CORNICHE DEIRA
68,122,AL BARAHA,1,25.28116786,55.31954872,54a1227b498ebe84f4edd6a3,TGI Friday's,25.27924177,55.31624479,American Restaurant,2,99,137,8.0,,2.0,POINT (55.31624479 25.27924177),AL BARAHA
69,122,AL BARAHA,1,25.28116786,55.31954872,4e4b71eda8097d9c84bbb4c8,Hues Boutique Hotel,25.28184276,55.31498451,Hotel,12,547,1147,7.3,,,POINT (55.31498451 25.28184276),AL BARAHA
70,122,AL BARAHA,1,25.28116786,55.31954872,50b12d24e4b0be4ddf412f6c,Ewa Hotel,25.28286285,55.316261,Hotel,1,71,119,7.3,,,POINT (55.316261 25.28286285),AL BARAHA
71,122,AL BARAHA,1,25.28116786,55.31954872,4e4e998d7d8bd425e48362c3,KFC,25.28060034,55.31336357,Fried Chicken Joint,5,148,257,7.4,https://www.kfc.ae,1.0,POINT (55.31336357 25.28060034),AL BARAHA
72,122,AL BARAHA,1,25.28116786,55.31954872,4c050033f423a5932a4bd216,Ankara Restaurant,25.28105897,55.31387312,Turkish Restaurant,9,203,306,6.8,http://www.tripadvisor.com.eg/Restaurant_Review-g295424-d3925044-Reviews-Ankara_Restaurant-Dubai_Emirate_of_Dubai.html,2.0,POINT (55.31387312 25.28105897),AL BARAHA
73,123,AL MUTEENA,1,25.27394691,55.32282216,4bc06d86461576b0321a7a32,Fresh Fish,25.27402002,55.32307308,African Restaurant,4,91,197,8.5,,2.0,POINT (55.32307308 25.27402002),AL MUTEENA
74,123,AL MUTEENA,1,25.27394691,55.32282216,4bfe5a5ab68d0f478005ea57,Arbil Iraqi Restaurant (مطعم أربيل العراقي),25.27414581,55.32255775,Iraqi Restaurant,13,165,243,7.9,,,POINT (55.32255775 25.27414581),AL MUTEENA
75,123,AL MUTEENA,1,25.27394691,55.32282216,514b2006e4b0dd9774234bee,Club Lounge,25.27472737,55.32756934,Lounge,2,94,135,7.4,,3.0,POINT (55.32756934 25.27472737),AL MUTEENA
76,123,AL MUTEENA,1,25.27394691,55.32282216,4b0587f0f964a52034a822e3,Spice Island,25.27042416,55.32666533,Buffet,17,460,647,7.3,,,POINT (55.32666533 25.27042416),AL MUTEENA
77,123,AL MUTEENA,1,25.27394691,55.32282216,5485cb3a498ebc92c5ae16e2,Xiao Wei Yang (Little Lamb),25.27040043,55.32041963,Chinese Restaurant,4,219,366,7.2,,1.0,POINT (55.32041963 25.27040043),AL MUTEENA
78,123,AL MUTEENA,1,25.27394691,55.32282216,4d9f776153af236aa9d2700c,Crowne Plaza Dubai,25.2706957,55.3269599,Hotel,14,1589,3225,7.2,https://www.ihg.com/crowneplaza/hotels/us/en/dubai/dxbcp/hoteldetail,,POINT (55.3269599 25.2706957),AL MUTEENA
79,123,AL MUTEENA,1,25.27394691,55.32282216,522611fd11d2f2bbdbe26a49,Intramuros,25.27039291,55.32275882,Filipino Restaurant,4,299,411,6.9,,2.0,POINT (55.32275882 25.27039291),AL MUTEENA
80,123,AL MUTEENA,1,25.27394691,55.32282216,4f5907cfe4b027eb92842348,Crowne Plaza Club Lounge,25.27069633,55.32688858,Hotel Bar,3,120,231,7.0,,3.0,POINT (55.32688858 25.27069633),AL MUTEENA
81,123,AL MUTEENA,1,25.27394691,55.32282216,5349581111d20b020563f99f,Xiao Hong Niu Hotpot,25.27036571,55.31940697,Hong Kong Restaurant,1,101,192,7.0,,,POINT (55.31940697 25.27036571),AL MUTEENA
82,123,AL MUTEENA,1,25.27394691,55.32282216,4f0dcd92e4b06654e3429d2a,Spice Island Crowne Plaza Hotel,25.27047486,55.32663345,Restaurant,5,128,159,7.0,,2.0,POINT (55.32663345 25.27047486),AL MUTEENA
83,123,AL MUTEENA,1,25.27394691,55.32282216,50c96f6ee4b059ad3f8f5b89,Ramada Deira Hotel,25.27033904,55.32179135,Hotel,9,468,861,6.8,http://www.ramadadeira.com,,POINT (55.32179135 25.27033904),AL MUTEENA
84,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d94e364e923721e85c776fe,Caribou Coffee,25.2649001,55.32094192,Coffee Shop,14,586,1210,8.6,https://www.cariboucoffee.com/home,1.0,POINT (55.32094192 25.2649001),AL MURAQQABAT
85,124,AL MURAQQABAT,1,25.26554126,55.32315234,4b9e40c3f964a52037d536e3,Al Safadi (الصفدي),25.26310982,55.32513534,Middle Eastern Restaurant,43,1557,2165,8.5,http://www.alsafadi.ae,2.0,POINT (55.32513534 25.26310982),AL MURAQQABAT
86,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d9f2ffc35a9224be7ec4585,Samad Iraqi Restaurant (مطعم صمد العراقي),25.26777348,55.32173365,Iraqi Restaurant,65,1105,1355,8.3,http://samadaliraqirestaurant.com,,POINT (55.32173365 25.26777348),AL MURAQQABAT
87,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d83961dd5fab60c068acf9b,Brands For Less,25.26762108,55.32224367,Department Store,5,327,654,8.1,,,POINT (55.32224367 25.26762108),AL MURAQQABAT
88,124,AL MURAQQABAT,1,25.26554126,55.32315234,4fec99d1e4b0d20617242606,YAS Island,25.26285292,55.32341885,Restaurant,2,97,106,8.2,,2.0,POINT (55.32341885 25.26285292),AL MURAQQABAT
89,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d41bccede17a093b907046c,Aroos Damascus Restaurant (مطعم عروس دمشق),25.26808027,55.32121239,Syrian Restaurant,113,1628,2836,8.3,,2.0,POINT (55.32121239 25.26808027),AL MURAQQABAT
90,124,AL MURAQQABAT,1,25.26554126,55.32315234,4f490436e4b072f5ab198319,WESTZONE Supermarket,25.26647602,55.32409453,Supermarket,1,266,981,7.9,http://www.westzone.com,,POINT (55.32409453 25.26647602),AL MURAQQABAT
91,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d8786159324236a82f2f70e,Sandwich Club,25.26405603,55.32256792,Sandwich Place,5,276,585,7.9,,1.0,POINT (55.32256792 25.26405603),AL MURAQQABAT
92,124,AL MURAQQABAT,1,25.26554126,55.32315234,4ceff3f47db3224b9fb12f2e,Patchi,25.26488817,55.32732719,Chocolate Shop,3,162,330,8.5,,,POINT (55.32732719 25.26488817),AL MURAQQABAT
93,124,AL MURAQQABAT,1,25.26554126,55.32315234,4daff60c43a1bea42baf0760,Asiana Hotel,25.269691,55.3250135,Hotel,12,1180,2123,8.7,http://www.asianahoteldubai.com,,POINT (55.3250135 25.269691),AL MURAQQABAT
94,124,AL MURAQQABAT,1,25.26554126,55.32315234,518cdd76498e7e5e4e95231d,Kebab Erbil Iraqi Restaurant (كباب إربيل العراقي),25.26210952,55.32678943,Kurdish Restaurant,31,592,872,8.7,,,POINT (55.32678943 25.26210952),AL MURAQQABAT
95,124,AL MURAQQABAT,1,25.26554126,55.32315234,4e29730745ddfe8f9dfbde4d,Hardees (هارديز),25.26538405,55.32002847,Fast Food Restaurant,5,496,999,7.9,http://www.hardeesarabia.com/ar,1.0,POINT (55.32002847 25.26538405),AL MURAQQABAT
96,124,AL MURAQQABAT,1,25.26554126,55.32315234,4b8f96e7f964a520225933e3,Bait al Mandi (بيت المندي),25.26480129,55.32760511,Middle Eastern Restaurant,25,754,1198,8.3,,2.0,POINT (55.32760511 25.26480129),AL MURAQQABAT
97,124,AL MURAQQABAT,1,25.26554126,55.32315234,506b1a49498e2e8d0dc0d0f6,Taza,25.26557981,55.31952634,Fried Chicken Joint,10,406,674,8.0,,1.0,POINT (55.31952634 25.26557981),AL MURAQQABAT
98,124,AL MURAQQABAT,1,25.26554126,55.32315234,4c8b20732e333704dc88ca41,Damascus Sweets & Ice Cream (حلويات و بوظة دمشق),25.26501515,55.32016625,Ice Cream Shop,7,98,174,7.8,,1.0,POINT (55.32016625 25.26501515),AL MURAQQABAT
99,124,AL MURAQQABAT,1,25.26554126,55.32315234,4c702a6bd7fab1f795a35dc9,Qwaider Al Nabulsi Restaurant & Sweets مطعم وحلويات قويدر النابلسي,25.2667986,55.32319529,Mediterranean Restaurant,15,238,402,7.6,,2.0,POINT (55.32319529 25.2667986),AL MURAQQABAT
100,124,AL MURAQQABAT,1,25.26554126,55.32315234,4f424b86e4b0102f0f831c61,Dunkin' Donuts دانكن دونتس,25.26586769,55.3187931,Donut Shop,4,138,300,8.1,,1.0,POINT (55.3187931 25.26586769),AL MURAQQABAT
101,124,AL MURAQQABAT,1,25.26554126,55.32315234,4bae43b6f964a5207c9a3be3,AL Shami Restaurant,25.26499121,55.32738463,Middle Eastern Restaurant,30,641,1044,8.0,,2.0,POINT (55.32738463 25.26499121),AL MURAQQABAT
102,124,AL MURAQQABAT,1,25.26554126,55.32315234,52778a3f498e13bfcb365057,Juice World,25.2630591,55.32447715,Juice Bar,56,1352,2532,7.7,http://www.juiceworld.ae,1.0,POINT (55.32447715 25.2630591),AL MURAQQABAT
103,124,AL MURAQQABAT,1,25.26554126,55.32315234,4df3a2a4aeb7170aa2f1b530,Lamesa,25.26976309,55.32508639,Asian Restaurant,22,1157,2059,8.1,http://www.asianahoteldubai.com/en/restaurant/lamesa.php,2.0,POINT (55.32508639 25.26976309),AL MURAQQABAT
104,124,AL MURAQQABAT,1,25.26554126,55.32315234,564ab9b6498e9d8ba3171cc3,Yakitate Japanese Boutique Cafe,25.26836254,55.31812252,Café,26,594,1137,8.4,http://www.yakitate.co,1.0,POINT (55.31812252 25.26836254),AL MURAQQABAT
105,124,AL MURAQQABAT,1,25.26554126,55.32315234,4b0587f1f964a5207ca822e3,Golden Fork,25.26512572,55.32048676,Asian Restaurant,38,961,1599,7.6,http://www.goldenforkgroup.com/index.php,2.0,POINT (55.32048676 25.26512572),AL MURAQQABAT
106,124,AL MURAQQABAT,1,25.26554126,55.32315234,4c31827c452620a172c4200f,Subway,25.26395733,55.32266505,Sandwich Place,3,204,386,7.5,http://www.subwayarabia.com,1.0,POINT (55.32266505 25.26395733),AL MURAQQABAT
107,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d5d47ac5d1537047fad7ce7,Taza,25.27022961,55.3241682,Fried Chicken Joint,18,365,702,8.1,,1.0,POINT (55.3241682 25.27022961),AL MURAQQABAT
108,124,AL MURAQQABAT,1,25.26554126,55.32315234,4d709d1f43013704f096f7b8,Cinnabon,25.26714955,55.31842397,Coffee Shop,10,430,723,8.0,,1.0,POINT (55.31842397 25.26714955),AL MURAQQABAT
109,124,AL MURAQQABAT,1,25.26554126,55.32315234,4b0587eaf964a520a5a622e3,Coral Deira Hotel,25.2658495,55.32551471,Hotel,10,590,1237,7.5,,,POINT (55.32551471 25.2658495),AL MURAQQABAT
110,124,AL MURAQQABAT,1,25.26554126,55.32315234,4c9f4f5846978cfae7a1a97f,Starbucks (ستاربكس),25.267,55.3171,Coffee Shop,40,2856,6011,8.3,http://mena.starbucks.com/,1.0,POINT (55.3171 25.267),AL MURAQQABAT
